	trackname	start	length	duration
26	mixotic-set044-excerpts/refsongs/pntg003-03-ludwig_coenen-towerblock.excerpt40.mp3	0	8192	0.18575963718820862
27	mixotic-set044-excerpts/refsongs/pntg003-03-ludwig_coenen-towerblock.excerpt40.mp3	24576	4096	0.09287981859410431
28	mixotic-set044-excerpts/refsongs/pntg003-03-ludwig_coenen-towerblock.excerpt40.mp3	45056	4096	0.09287981859410431
29	mixotic-set044-excerpts/refsongs/pntg003-03-ludwig_coenen-towerblock.excerpt40.mp3	65536	4096	0.09287981859410431
30	mixotic-set044-excerpts/refsongs/pntg003-03-ludwig_coenen-towerblock.excerpt40.mp3	86016	4096	0.09287981859410431
31	mixotic-set044-excerpts/refsongs/pntg003-03-ludwig_coenen-towerblock.excerpt40.mp3	131072	4096	0.09287981859410431
32	mixotic-set044-excerpts/refsongs/pntg003-03-ludwig_coenen-towerblock.excerpt40.mp3	151552	4096	0.09287981859410431
33	mixotic-set044-excerpts/refsongs/pntg003-03-ludwig_coenen-towerblock.excerpt40.mp3	172032	4096	0.09287981859410431
34	mixotic-set044-excerpts/refsongs/pntg003-03-ludwig_coenen-towerblock.excerpt40.mp3	192512	4096	0.09287981859410431
35	mixotic-set044-excerpts/refsongs/pntg003-03-ludwig_coenen-towerblock.excerpt40.mp3	1851392	90112	2.043356009070295
36	mixotic-set044-excerpts/refsongs/pntg003-04-ludwig_coenen_and_kareem-litchy_licker.excerpt40.mp3	0	8192	0.18575963718820862
37	mixotic-set044-excerpts/refsongs/pntg003-04-ludwig_coenen_and_kareem-litchy_licker.excerpt40.mp3	1912832	4096	0.09287981859410431
38	mixotic-set044-excerpts/refsongs/pntg003-04-ludwig_coenen_and_kareem-litchy_licker.excerpt40.mp3	1929216	86016	1.9504761904761905
39	mixotic-set044-excerpts/refsongs/pntg005-01-kairos-spaced_out.excerpt40.mp3	0	4096	0.09287981859410431
40	mixotic-set044-excerpts/refsongs/pntg005-02-kairos-the_recurrence.excerpt40.mp3	0	4096	0.09287981859410431
41	mixotic-set044-excerpts/refsongs/pntg005-02-kairos-the_recurrence.excerpt40.mp3	1990656	4096	0.09287981859410431
42	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	0	4096	0.09287981859410431
43	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	98304	4096	0.09287981859410431
44	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	249856	4096	0.09287981859410431
45	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	499712	4096	0.09287981859410431
46	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	749568	4096	0.09287981859410431
47	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	999424	4096	0.09287981859410431
48	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	1765376	4096	0.09287981859410431
49	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	1773568	4096	0.09287981859410431
50	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	1789952	4096	0.09287981859410431
51	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	1802240	4096	0.09287981859410431
52	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	1826816	4096	0.09287981859410431
53	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	1839104	4096	0.09287981859410431
54	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	1847296	16384	0.37151927437641724
55	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	1871872	8192	0.18575963718820862
56	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	1884160	4096	0.09287981859410431
57	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	1896448	4096	0.09287981859410431
58	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	1908736	16384	0.37151927437641724
59	mixotic-set044-excerpts/refsongs/pntg005-03-kairos-on_the_run.excerpt40.mp3	1929216	143360	3.250793650793651
60	mixotic-set044-excerpts/refsongs/pntg006-01-charles_tone-die_nacht_auf_dem_meer.excerpt40.mp3	0	20480	0.46439909297052157
61	mixotic-set044-excerpts/refsongs/pntg006-01-charles_tone-die_nacht_auf_dem_meer.excerpt40.mp3	1912832	12288	0.2786394557823129
62	mixotic-set044-excerpts/refsongs/pntg006-01-charles_tone-die_nacht_auf_dem_meer.excerpt40.mp3	1941504	24576	0.5572789115646258
63	mixotic-set044-excerpts/refsongs/pntg006-01-charles_tone-die_nacht_auf_dem_meer.excerpt40.mp3	1970176	20480	0.46439909297052157
64	mixotic-set044-excerpts/refsongs/pntg006-02-charles_tone-geister_der_alten_welt.excerpt40.mp3	0	24576	0.5572789115646258
65	mixotic-set044-excerpts/refsongs/pntg006-02-charles_tone-geister_der_alten_welt.excerpt40.mp3	1961984	12288	0.2786394557823129
66	mixotic-set044-excerpts/refsongs/pntg006-02-charles_tone-geister_der_alten_welt.excerpt40.mp3	1978368	8192	0.18575963718820862
67	mixotic-set044-excerpts/refsongs/pntg006-03-charles_tone-das_haus_im_wald.excerpt40.mp3	0	8192	0.18575963718820862
68	mixotic-set044-excerpts/refsongs/pntg006-03-charles_tone-das_haus_im_wald.excerpt40.mp3	733184	4096	0.09287981859410431
69	mixotic-set044-excerpts/refsongs/pntg006-03-charles_tone-das_haus_im_wald.excerpt40.mp3	741376	4096	0.09287981859410431
70	mixotic-set044-excerpts/refsongs/pntg006-03-charles_tone-das_haus_im_wald.excerpt40.mp3	770048	4096	0.09287981859410431
71	mixotic-set044-excerpts/refsongs/pntg006-03-charles_tone-das_haus_im_wald.excerpt40.mp3	847872	4096	0.09287981859410431
72	mixotic-set044-excerpts/refsongs/pntg006-03-charles_tone-das_haus_im_wald.excerpt40.mp3	860160	4096	0.09287981859410431
73	mixotic-set044-excerpts/refsongs/pntg006-03-charles_tone-das_haus_im_wald.excerpt40.mp3	950272	4096	0.09287981859410431
74	mixotic-set044-excerpts/refsongs/pntg006-03-charles_tone-das_haus_im_wald.excerpt40.mp3	991232	4096	0.09287981859410431
75	mixotic-set044-excerpts/refsongs/pntg006-03-charles_tone-das_haus_im_wald.excerpt40.mp3	1781760	106496	2.414875283446712
76	mixotic-set044-excerpts/refsongs/pntg006-04-charles_tone-sie_tanzte_nur_einen_sommer.excerpt40.mp3	0	172032	3.900952380952381
77	mixotic-set044-excerpts/refsongs/pntg006-04-charles_tone-sie_tanzte_nur_einen_sommer.excerpt40.mp3	778240	4096	0.09287981859410431
78	mixotic-set044-excerpts/refsongs/pntg006-04-charles_tone-sie_tanzte_nur_einen_sommer.excerpt40.mp3	802816	12288	0.2786394557823129
79	mixotic-set044-excerpts/refsongs/pntg006-04-charles_tone-sie_tanzte_nur_einen_sommer.excerpt40.mp3	823296	8192	0.18575963718820862
80	mixotic-set044-excerpts/refsongs/pntg006-04-charles_tone-sie_tanzte_nur_einen_sommer.excerpt40.mp3	1970176	4096	0.09287981859410431
81	mixotic-set044-excerpts/refsongs/pntg006-04-charles_tone-sie_tanzte_nur_einen_sommer.excerpt40.mp3	1994752	12288	0.2786394557823129
82	mixotic-set044-excerpts/refsongs/pntg006-04-charles_tone-sie_tanzte_nur_einen_sommer.excerpt40.mp3	2011136	12288	0.2786394557823129
83	mixotic-set044-excerpts/refsongs/pntg007-01-demir_feat._jesse-dance_away.excerpt40.mp3	0	45056	1.0216780045351475
84	mixotic-set044-excerpts/refsongs/pntg007-01-demir_feat._jesse-dance_away.excerpt40.mp3	1921024	94208	2.136235827664399
85	mixotic-set044-excerpts/refsongs/pntg007-02-demir-cano.excerpt40.mp3	0	45056	1.0216780045351475
86	mixotic-set044-excerpts/refsongs/pntg007-02-demir-cano.excerpt40.mp3	1892352	73728	1.6718367346938776
87	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	0	45056	1.0216780045351475
88	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	106496	4096	0.09287981859410431
89	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	122880	8192	0.18575963718820862
90	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	204800	8192	0.18575963718820862
91	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	286720	8192	0.18575963718820862
92	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	372736	8192	0.18575963718820862
93	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	454656	8192	0.18575963718820862
94	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	536576	8192	0.18575963718820862
95	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	606208	4096	0.09287981859410431
96	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	622592	8192	0.18575963718820862
97	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	704512	8192	0.18575963718820862
98	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	954368	8192	0.18575963718820862
99	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	1175552	8192	0.18575963718820862
100	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	1257472	8192	0.18575963718820862
101	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	1339392	8192	0.18575963718820862
102	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	1425408	8192	0.18575963718820862
103	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	1507328	8192	0.18575963718820862
104	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	1589248	8192	0.18575963718820862
105	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	1658880	4096	0.09287981859410431
106	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	1675264	8192	0.18575963718820862
107	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	1757184	8192	0.18575963718820862
108	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	1839104	8192	0.18575963718820862
109	mixotic-set044-excerpts/refsongs/pntg007-03-demir-fist_of_tequeneek.excerpt40.mp3	1925120	110592	2.507755102040816
110	mixotic-set044-excerpts/refsongs/pntg007-04-demir-dreamer.excerpt40.mp3	0	45056	1.0216780045351475
111	mixotic-set044-excerpts/refsongs/pntg007-04-demir-dreamer.excerpt40.mp3	1896448	4096	0.09287981859410431
112	mixotic-set044-excerpts/refsongs/pntg007-04-demir-dreamer.excerpt40.mp3	1933312	4096	0.09287981859410431
113	mixotic-set044-excerpts/refsongs/pntg007-04-demir-dreamer.excerpt40.mp3	1953792	4096	0.09287981859410431
114	mixotic-set044-excerpts/refsongs/pntg007-04-demir-dreamer.excerpt40.mp3	1970176	8192	0.18575963718820862
115	mixotic-set044-excerpts/refsongs/pntg007-04-demir-dreamer.excerpt40.mp3	1990656	8192	0.18575963718820862
116	mixotic-set044-excerpts/refsongs/pntg007-04-demir-dreamer.excerpt40.mp3	2007040	4096	0.09287981859410431
117	mixotic-set044-excerpts/refsongs/pntg009-04-kareem_and_ludwig_coenen-kick_buddies.excerpt40.mp3	0	4096	0.09287981859410431
118	mixotic-set044-excerpts/refsongs/pntg009-04-kareem_and_ludwig_coenen-kick_buddies.excerpt40.mp3	110592	8192	0.18575963718820862
119	mixotic-set044-excerpts/refsongs/pntg009-04-kareem_and_ludwig_coenen-kick_buddies.excerpt40.mp3	151552	20480	0.46439909297052157
120	mixotic-set044-excerpts/refsongs/pntg009-04-kareem_and_ludwig_coenen-kick_buddies.excerpt40.mp3	319488	20480	0.46439909297052157
121	mixotic-set044-excerpts/refsongs/pntg009-04-kareem_and_ludwig_coenen-kick_buddies.excerpt40.mp3	1957888	16384	0.37151927437641724
122	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	0	4096	0.09287981859410431
123	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	16384	8192	0.18575963718820862
124	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	40960	4096	0.09287981859410431
125	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	61440	8192	0.18575963718820862
126	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	81920	8192	0.18575963718820862
127	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	102400	8192	0.18575963718820862
128	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	122880	8192	0.18575963718820862
129	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	147456	4096	0.09287981859410431
130	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	167936	8192	0.18575963718820862
131	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	188416	8192	0.18575963718820862
132	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	208896	8192	0.18575963718820862
133	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	229376	8192	0.18575963718820862
134	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	253952	4096	0.09287981859410431
135	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	335872	4096	0.09287981859410431
136	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	421888	4096	0.09287981859410431
137	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	1912832	8192	0.18575963718820862
138	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	1925120	4096	0.09287981859410431
139	mixotic-set044-excerpts/refsongs/pntg010-01-ludwig_coenen-jiggy_grain.excerpt40.mp3	1933312	61440	1.3931972789115645
140	mixotic-set044-excerpts/refsongs/pntg010-02-ludwig_coenen-kula_lumpur.excerpt40.mp3	0	8192	0.18575963718820862
141	mixotic-set044-excerpts/refsongs/pntg010-02-ludwig_coenen-kula_lumpur.excerpt40.mp3	24576	4096	0.09287981859410431
142	mixotic-set044-excerpts/refsongs/pntg010-02-ludwig_coenen-kula_lumpur.excerpt40.mp3	90112	4096	0.09287981859410431
143	mixotic-set044-excerpts/refsongs/pntg010-02-ludwig_coenen-kula_lumpur.excerpt40.mp3	110592	4096	0.09287981859410431
144	mixotic-set044-excerpts/refsongs/pntg010-02-ludwig_coenen-kula_lumpur.excerpt40.mp3	176128	4096	0.09287981859410431
145	mixotic-set044-excerpts/refsongs/pntg010-02-ludwig_coenen-kula_lumpur.excerpt40.mp3	196608	4096	0.09287981859410431
146	mixotic-set044-excerpts/refsongs/pntg010-02-ludwig_coenen-kula_lumpur.excerpt40.mp3	262144	4096	0.09287981859410431
147	mixotic-set044-excerpts/refsongs/pntg010-02-ludwig_coenen-kula_lumpur.excerpt40.mp3	282624	4096	0.09287981859410431
148	mixotic-set044-excerpts/refsongs/pntg010-02-ludwig_coenen-kula_lumpur.excerpt40.mp3	294912	4096	0.09287981859410431
149	mixotic-set044-excerpts/refsongs/pntg010-02-ludwig_coenen-kula_lumpur.excerpt40.mp3	348160	4096	0.09287981859410431
150	mixotic-set044-excerpts/refsongs/pntg010-02-ludwig_coenen-kula_lumpur.excerpt40.mp3	2011136	4096	0.09287981859410431
151	mixotic-set044-excerpts/refsongs/pntg010-03-ludwig_coenen-system_failure.excerpt40.mp3	0	4096	0.09287981859410431
152	mixotic-set044-excerpts/refsongs/pntg010-03-ludwig_coenen-system_failure.excerpt40.mp3	1851392	159744	3.622312925170068
153	mixotic-set044-excerpts/refsongs/pntg010-04-ludwig_coenen-get_jets.excerpt40.mp3	0	8192	0.18575963718820862
154	mixotic-set044-excerpts/refsongs/pntg010-04-ludwig_coenen-get_jets.excerpt40.mp3	24576	4096	0.09287981859410431
155	mixotic-set044-excerpts/refsongs/pntg010-04-ludwig_coenen-get_jets.excerpt40.mp3	90112	4096	0.09287981859410431
156	mixotic-set044-excerpts/refsongs/pntg010-04-ludwig_coenen-get_jets.excerpt40.mp3	114688	4096	0.09287981859410431
157	mixotic-set044-excerpts/refsongs/pntg010-04-ludwig_coenen-get_jets.excerpt40.mp3	200704	4096	0.09287981859410431
158	mixotic-set044-excerpts/refsongs/pntg010-04-ludwig_coenen-get_jets.excerpt40.mp3	266240	4096	0.09287981859410431
159	mixotic-set044-excerpts/refsongs/pntg010-04-ludwig_coenen-get_jets.excerpt40.mp3	290816	4096	0.09287981859410431
160	mixotic-set044-excerpts/refsongs/pntg010-04-ludwig_coenen-get_jets.excerpt40.mp3	376832	4096	0.09287981859410431
161	mixotic-set044-excerpts/refsongs/pntg010-04-ludwig_coenen-get_jets.excerpt40.mp3	442368	4096	0.09287981859410431
162	mixotic-set044-excerpts/refsongs/pntg010-04-ludwig_coenen-get_jets.excerpt40.mp3	466944	4096	0.09287981859410431
163	mixotic-set044-excerpts/refsongs/pntg010-04-ludwig_coenen-get_jets.excerpt40.mp3	552960	4096	0.09287981859410431
164	mixotic-set044-excerpts/refsongs/pntg010-04-ludwig_coenen-get_jets.excerpt40.mp3	618496	4096	0.09287981859410431
165	mixotic-set044-excerpts/refsongs/pntg010-04-ludwig_coenen-get_jets.excerpt40.mp3	643072	4096	0.09287981859410431
166	mixotic-set044-excerpts/refsongs/pntg010-04-ludwig_coenen-get_jets.excerpt40.mp3	2084864	4096	0.09287981859410431
167	mixotic-set044-excerpts/refsongs/pntg011-01-charles_tone-am_morgen_nach_dem_sturm.excerpt40.mp3	0	32768	0.7430385487528345
168	mixotic-set044-excerpts/refsongs/pntg011-01-charles_tone-am_morgen_nach_dem_sturm.excerpt40.mp3	1896448	4096	0.09287981859410431
169	mixotic-set044-excerpts/refsongs/pntg011-01-charles_tone-am_morgen_nach_dem_sturm.excerpt40.mp3	1904640	8192	0.18575963718820862
170	mixotic-set044-excerpts/refsongs/pntg011-01-charles_tone-am_morgen_nach_dem_sturm.excerpt40.mp3	1916928	8192	0.18575963718820862
171	mixotic-set044-excerpts/refsongs/pntg011-01-charles_tone-am_morgen_nach_dem_sturm.excerpt40.mp3	1941504	122880	2.786394557823129
172	mixotic-set044-excerpts/refsongs/pntg011-02-charles_tone-mit_einem_handtuch_am_anhalter_bhf.excerpt40.mp3	0	94208	2.136235827664399
173	mixotic-set044-excerpts/refsongs/pntg011-02-charles_tone-mit_einem_handtuch_am_anhalter_bhf.excerpt40.mp3	102400	4096	0.09287981859410431
174	mixotic-set044-excerpts/refsongs/pntg011-02-charles_tone-mit_einem_handtuch_am_anhalter_bhf.excerpt40.mp3	1945600	126976	2.8792743764172335
175	mixotic-set044-excerpts/refsongs/pntg011-03-charles_tone-wenn_sie_die_sonnensegel_setzen.excerpt40.mp3	0	4096	0.09287981859410431
176	mixotic-set044-excerpts/refsongs/pntg011-03-charles_tone-wenn_sie_die_sonnensegel_setzen.excerpt40.mp3	1740800	12288	0.2786394557823129
177	mixotic-set044-excerpts/refsongs/pntg011-03-charles_tone-wenn_sie_die_sonnensegel_setzen.excerpt40.mp3	1757184	8192	0.18575963718820862
178	mixotic-set044-excerpts/refsongs/pntg011-03-charles_tone-wenn_sie_die_sonnensegel_setzen.excerpt40.mp3	1769472	4096	0.09287981859410431
179	mixotic-set044-excerpts/refsongs/pntg011-03-charles_tone-wenn_sie_die_sonnensegel_setzen.excerpt40.mp3	1781760	200704	4.551111111111111
180	mixotic-set044-excerpts/refsongs/pntg011-04-charles_tone-she_had-an_idea_item_no-rmx.excerpt40.mp3	0	4096	0.09287981859410431
181	mixotic-set044-excerpts/refsongs/pntg011-04-charles_tone-she_had-an_idea_item_no-rmx.excerpt40.mp3	1990656	4096	0.09287981859410431
182	mixotic-set044-excerpts/refsongs/pntg012-01-francesco_tarallo-kingston.excerpt40.mp3	1974272	77824	1.7647165532879818
183	mixotic-set044-excerpts/refsongs/pntg012-02-erich_lesovsky-j.o..excerpt40.mp3	0	8192	0.18575963718820862
184	mixotic-set044-excerpts/refsongs/pntg012-02-erich_lesovsky-j.o..excerpt40.mp3	327680	4096	0.09287981859410431
185	mixotic-set044-excerpts/refsongs/pntg012-02-erich_lesovsky-j.o..excerpt40.mp3	425984	4096	0.09287981859410431
186	mixotic-set044-excerpts/refsongs/pntg012-02-erich_lesovsky-j.o..excerpt40.mp3	2027520	4096	0.09287981859410431
187	mixotic-set044-excerpts/refsongs/pntg012-03-nushitzu-vermona.excerpt40.mp3	0	45056	1.0216780045351475
188	mixotic-set044-excerpts/refsongs/pntg012-03-nushitzu-vermona.excerpt40.mp3	1888256	49152	1.1145578231292517
189	mixotic-set044-excerpts/refsongs/pntg012-04-lukas_lehmann-memento_mori.excerpt40.mp3	0	4096	0.09287981859410431
190	mixotic-set044-excerpts/refsongs/pntg012-04-lukas_lehmann-memento_mori.excerpt40.mp3	1978368	49152	1.1145578231292517
191	mixotic-set044-excerpts/refsongs/pntg012-05-ludwig_coenen-balanced_routing.excerpt40.mp3	0	4096	0.09287981859410431
192	mixotic-set044-excerpts/refsongs/pntg012-05-ludwig_coenen-balanced_routing.excerpt40.mp3	8192	4096	0.09287981859410431
193	mixotic-set044-excerpts/refsongs/pntg012-05-ludwig_coenen-balanced_routing.excerpt40.mp3	1904640	167936	3.8080725623582765
194	mixotic-set044-excerpts/refsongs/pntg012-06-item_no-liebe_im_dschungel.excerpt40.mp3	0	49152	1.1145578231292517
195	mixotic-set044-excerpts/refsongs/pntg012-06-item_no-liebe_im_dschungel.excerpt40.mp3	1916928	45056	1.0216780045351475
196	mixotic-set044-excerpts/refsongs/pntg012-07-mabik-klickeradoms.excerpt40.mp3	8192	4096	0.09287981859410431
197	mixotic-set044-excerpts/refsongs/pntg012-08-johnny_d.-another.excerpt40.mp3	20480	4096	0.09287981859410431
198	mixotic-set044-excerpts/refsongs/pntg012-08-johnny_d.-another.excerpt40.mp3	81920	4096	0.09287981859410431
199	mixotic-set044-excerpts/refsongs/pntg012-08-johnny_d.-another.excerpt40.mp3	94208	4096	0.09287981859410431
200	mixotic-set044-excerpts/refsongs/pntg012-08-johnny_d.-another.excerpt40.mp3	102400	4096	0.09287981859410431
201	mixotic-set044-excerpts/refsongs/pntg012-08-johnny_d.-another.excerpt40.mp3	167936	4096	0.09287981859410431
202	mixotic-set044-excerpts/refsongs/pntg012-08-johnny_d.-another.excerpt40.mp3	188416	4096	0.09287981859410431
203	mixotic-set044-excerpts/refsongs/pntg012-08-johnny_d.-another.excerpt40.mp3	249856	4096	0.09287981859410431
204	mixotic-set044-excerpts/refsongs/pntg012-08-johnny_d.-another.excerpt40.mp3	262144	4096	0.09287981859410431
205	mixotic-set044-excerpts/refsongs/pntg012-08-johnny_d.-another.excerpt40.mp3	270336	4096	0.09287981859410431
206	mixotic-set044-excerpts/refsongs/pntg012-08-johnny_d.-another.excerpt40.mp3	335872	4096	0.09287981859410431
207	mixotic-set044-excerpts/refsongs/pntg012-08-johnny_d.-another.excerpt40.mp3	356352	4096	0.09287981859410431
