	mixname	sr	samples
23	mixotic-set044-excerpts/mixes/set044mix3-none-bass-23.mp3	44100	4566016
24	mixotic-set044-excerpts/mixes/set044mix3-none-bass-24.mp3	44100	4571136
25	mixotic-set044-excerpts/mixes/set044mix3-none-bass-25.mp3	44100	4605952
26	mixotic-set044-excerpts/mixes/set044mix3-none-bass-26.mp3	44100	4688896
27	mixotic-set044-excerpts/mixes/set044mix3-none-bass-27.mp3	44100	4697088
28	mixotic-set044-excerpts/mixes/set044mix3-none-bass-28.mp3	44100	4669440
29	mixotic-set044-excerpts/mixes/set044mix3-none-bass-29.mp3	44100	4642816
30	mixotic-set044-excerpts/mixes/set044mix3-none-bass-30.mp3	44100	4627456
31	mixotic-set044-excerpts/mixes/set044mix3-none-bass-31.mp3	44100	4636672
32	mixotic-set044-excerpts/mixes/set044mix3-none-bass-32.mp3	44100	4649984
33	mixotic-set044-excerpts/mixes/set044mix3-none-bass-33.mp3	44100	4610048
34	mixotic-set044-excerpts/mixes/set044mix3-none-bass-34.mp3	44100	4684800
35	mixotic-set044-excerpts/mixes/set044mix3-none-bass-35.mp3	44100	4647936
36	mixotic-set044-excerpts/mixes/set044mix3-none-bass-36.mp3	44100	4529152
37	mixotic-set044-excerpts/mixes/set044mix3-none-bass-37.mp3	44100	4540416
38	mixotic-set044-excerpts/mixes/set044mix3-none-bass-38.mp3	44100	4550656
39	mixotic-set044-excerpts/mixes/set044mix3-none-bass-39.mp3	44100	4483072
40	mixotic-set044-excerpts/mixes/set044mix3-none-bass-40.mp3	44100	4471808
41	mixotic-set044-excerpts/mixes/set044mix3-none-bass-41.mp3	44100	4530176
42	mixotic-set044-excerpts/mixes/set044mix3-none-bass-42.mp3	44100	4541440
43	mixotic-set044-excerpts/mixes/set044mix3-none-bass-43.mp3	44100	4721664
44	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-00.mp3	44100	4721664
45	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-01.mp3	44100	4774912
46	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-02.mp3	44100	4719616
47	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-03.mp3	44100	4713472
48	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-04.mp3	44100	4652032
49	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-05.mp3	44100	4516864
50	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-06.mp3	44100	4613120
51	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-07.mp3	44100	4526080
52	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-08.mp3	44100	4470784
53	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-09.mp3	44100	4481024
54	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-10.mp3	44100	4561920
55	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-11.mp3	44100	4638720
56	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-12.mp3	44100	4655104
57	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-13.mp3	44100	4666368
58	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-14.mp3	44100	4572160
59	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-15.mp3	44100	4604928
60	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-16.mp3	44100	4512768
61	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-17.mp3	44100	4592640
62	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-18.mp3	44100	4595712
63	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-19.mp3	44100	4661248
64	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-20.mp3	44100	4645888
65	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-21.mp3	44100	4583424
66	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-22.mp3	44100	4618240
67	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-23.mp3	44100	4566016
68	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-24.mp3	44100	4571136
69	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-25.mp3	44100	4605952
70	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-26.mp3	44100	4688896
71	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-27.mp3	44100	4697088
72	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-28.mp3	44100	4669440
73	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-29.mp3	44100	4642816
74	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-30.mp3	44100	4627456
75	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-31.mp3	44100	4636672
76	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-32.mp3	44100	4649984
77	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-33.mp3	44100	4610048
78	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-34.mp3	44100	4684800
79	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-35.mp3	44100	4647936
80	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-36.mp3	44100	4529152
81	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-37.mp3	44100	4540416
82	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-38.mp3	44100	4550656
83	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-39.mp3	44100	4483072
84	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-40.mp3	44100	4471808
85	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-41.mp3	44100	4530176
86	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-42.mp3	44100	4541440
87	mixotic-set044-excerpts/mixes/set044mix3-none-compressor-43.mp3	44100	4721664
88	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-00.mp3	44100	4721664
89	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-01.mp3	44100	4774912
90	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-02.mp3	44100	4719616
91	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-03.mp3	44100	4713472
92	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-04.mp3	44100	4652032
93	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-05.mp3	44100	4516864
94	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-06.mp3	44100	4613120
95	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-07.mp3	44100	4526080
96	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-08.mp3	44100	4470784
97	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-09.mp3	44100	4481024
98	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-10.mp3	44100	4561920
99	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-11.mp3	44100	4638720
100	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-12.mp3	44100	4655104
101	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-13.mp3	44100	4666368
102	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-14.mp3	44100	4572160
103	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-15.mp3	44100	4604928
104	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-16.mp3	44100	4512768
105	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-17.mp3	44100	4592640
106	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-18.mp3	44100	4595712
107	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-19.mp3	44100	4661248
108	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-20.mp3	44100	4645888
109	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-21.mp3	44100	4583424
110	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-22.mp3	44100	4618240
111	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-23.mp3	44100	4566016
112	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-24.mp3	44100	4571136
113	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-25.mp3	44100	4605952
114	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-26.mp3	44100	4688896
115	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-27.mp3	44100	4697088
116	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-28.mp3	44100	4669440
117	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-29.mp3	44100	4642816
118	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-30.mp3	44100	4627456
119	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-31.mp3	44100	4636672
120	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-32.mp3	44100	4649984
121	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-33.mp3	44100	4610048
122	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-34.mp3	44100	4684800
123	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-35.mp3	44100	4647936
124	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-36.mp3	44100	4529152
125	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-37.mp3	44100	4540416
126	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-38.mp3	44100	4550656
127	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-39.mp3	44100	4483072
128	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-40.mp3	44100	4471808
129	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-41.mp3	44100	4530176
130	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-42.mp3	44100	4541440
131	mixotic-set044-excerpts/mixes/set044mix3-none-distortion-43.mp3	44100	4721664
132	mixotic-set044-excerpts/mixes/set044mix3-none-none-00.mp3	44100	4721664
133	mixotic-set044-excerpts/mixes/set044mix3-none-none-01.mp3	44100	4774912
134	mixotic-set044-excerpts/mixes/set044mix3-none-none-02.mp3	44100	4719616
135	mixotic-set044-excerpts/mixes/set044mix3-none-none-03.mp3	44100	4713472
136	mixotic-set044-excerpts/mixes/set044mix3-none-none-04.mp3	44100	4652032
137	mixotic-set044-excerpts/mixes/set044mix3-none-none-05.mp3	44100	4516864
138	mixotic-set044-excerpts/mixes/set044mix3-none-none-06.mp3	44100	4613120
139	mixotic-set044-excerpts/mixes/set044mix3-none-none-07.mp3	44100	4526080
140	mixotic-set044-excerpts/mixes/set044mix3-none-none-08.mp3	44100	4470784
141	mixotic-set044-excerpts/mixes/set044mix3-none-none-09.mp3	44100	4481024
142	mixotic-set044-excerpts/mixes/set044mix3-none-none-10.mp3	44100	4561920
143	mixotic-set044-excerpts/mixes/set044mix3-none-none-11.mp3	44100	4638720
144	mixotic-set044-excerpts/mixes/set044mix3-none-none-12.mp3	44100	4655104
145	mixotic-set044-excerpts/mixes/set044mix3-none-none-13.mp3	44100	4666368
146	mixotic-set044-excerpts/mixes/set044mix3-none-none-14.mp3	44100	4572160
147	mixotic-set044-excerpts/mixes/set044mix3-none-none-15.mp3	44100	4604928
148	mixotic-set044-excerpts/mixes/set044mix3-none-none-16.mp3	44100	4512768
149	mixotic-set044-excerpts/mixes/set044mix3-none-none-17.mp3	44100	4592640
150	mixotic-set044-excerpts/mixes/set044mix3-none-none-18.mp3	44100	4595712
151	mixotic-set044-excerpts/mixes/set044mix3-none-none-19.mp3	44100	4661248
152	mixotic-set044-excerpts/mixes/set044mix3-none-none-20.mp3	44100	4645888
153	mixotic-set044-excerpts/mixes/set044mix3-none-none-21.mp3	44100	4583424
154	mixotic-set044-excerpts/mixes/set044mix3-none-none-22.mp3	44100	4618240
155	mixotic-set044-excerpts/mixes/set044mix3-none-none-23.mp3	44100	4566016
156	mixotic-set044-excerpts/mixes/set044mix3-none-none-24.mp3	44100	4571136
157	mixotic-set044-excerpts/mixes/set044mix3-none-none-25.mp3	44100	4605952
158	mixotic-set044-excerpts/mixes/set044mix3-none-none-26.mp3	44100	4688896
159	mixotic-set044-excerpts/mixes/set044mix3-none-none-27.mp3	44100	4697088
160	mixotic-set044-excerpts/mixes/set044mix3-none-none-28.mp3	44100	4669440
161	mixotic-set044-excerpts/mixes/set044mix3-none-none-29.mp3	44100	4642816
162	mixotic-set044-excerpts/mixes/set044mix3-none-none-30.mp3	44100	4627456
163	mixotic-set044-excerpts/mixes/set044mix3-none-none-31.mp3	44100	4636672
164	mixotic-set044-excerpts/mixes/set044mix3-none-none-32.mp3	44100	4649984
165	mixotic-set044-excerpts/mixes/set044mix3-none-none-33.mp3	44100	4610048
166	mixotic-set044-excerpts/mixes/set044mix3-none-none-34.mp3	44100	4684800
167	mixotic-set044-excerpts/mixes/set044mix3-none-none-35.mp3	44100	4647936
168	mixotic-set044-excerpts/mixes/set044mix3-none-none-36.mp3	44100	4529152
169	mixotic-set044-excerpts/mixes/set044mix3-none-none-37.mp3	44100	4540416
170	mixotic-set044-excerpts/mixes/set044mix3-none-none-38.mp3	44100	4550656
171	mixotic-set044-excerpts/mixes/set044mix3-none-none-39.mp3	44100	4483072
172	mixotic-set044-excerpts/mixes/set044mix3-none-none-40.mp3	44100	4471808
173	mixotic-set044-excerpts/mixes/set044mix3-none-none-41.mp3	44100	4530176
174	mixotic-set044-excerpts/mixes/set044mix3-none-none-42.mp3	44100	4541440
175	mixotic-set044-excerpts/mixes/set044mix3-none-none-43.mp3	44100	4721664
176	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-00.mp3	44100	4589568
177	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-01.mp3	44100	4780032
178	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-02.mp3	44100	4674560
179	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-03.mp3	44100	4873216
180	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-04.mp3	44100	4566016
181	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-05.mp3	44100	4878336
182	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-06.mp3	44100	5127168
183	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-07.mp3	44100	3794944
184	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-08.mp3	44100	4440064
185	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-09.mp3	44100	4618240
186	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-10.mp3	44100	4592640
187	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-11.mp3	44100	4649984
188	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-12.mp3	44100	4631552
189	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-13.mp3	44100	4688896
190	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-14.mp3	44100	4576256
191	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-15.mp3	44100	4692992
192	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-16.mp3	44100	4486144
193	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-17.mp3	44100	4591616
194	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-18.mp3	44100	4539392
195	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-19.mp3	44100	4580352
196	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-20.mp3	44100	4701184
197	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-21.mp3	44100	4744192
198	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-22.mp3	44100	4677632
199	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-23.mp3	44100	4318208
200	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-24.mp3	44100	4530176
201	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-25.mp3	44100	4593664
202	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-26.mp3	44100	4658176
203	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-27.mp3	44100	4679680
204	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-28.mp3	44100	4858880
205	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-29.mp3	44100	4666368
206	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-30.mp3	44100	4633600
207	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-31.mp3	44100	4709376
208	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-32.mp3	44100	4599808
209	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-33.mp3	44100	4556800
210	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-34.mp3	44100	4546560
211	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-35.mp3	44100	4598784
212	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-36.mp3	44100	4675584
213	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-37.mp3	44100	4677632
214	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-38.mp3	44100	4463616
215	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-39.mp3	44100	4472832
216	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-40.mp3	44100	4497408
217	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-41.mp3	44100	4507648
218	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-42.mp3	44100	4546560
219	mixotic-set044-excerpts/mixes/set044mix3-resample-bass-43.mp3	44100	4712448
220	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-00.mp3	44100	2860032
221	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-01.mp3	44100	4780032
222	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-02.mp3	44100	2894848
223	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-03.mp3	44100	3357696
224	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-04.mp3	44100	4566016
225	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-05.mp3	44100	4878336
226	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-06.mp3	44100	5127168
227	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-07.mp3	44100	3794944
228	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-08.mp3	44100	4440064
229	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-09.mp3	44100	2750464
230	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-10.mp3	44100	2820096
231	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-11.mp3	44100	4649984
232	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-12.mp3	44100	4631552
233	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-13.mp3	44100	4688896
234	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-14.mp3	44100	4576256
235	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-15.mp3	44100	4692992
236	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-16.mp3	44100	4486144
237	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-17.mp3	44100	2799616
238	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-18.mp3	44100	4539392
239	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-19.mp3	44100	4580352
240	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-20.mp3	44100	3204096
241	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-21.mp3	44100	4744192
242	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-22.mp3	44100	2964480
243	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-23.mp3	44100	2710528
244	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-24.mp3	44100	3148800
245	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-25.mp3	44100	4593664
246	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-26.mp3	44100	2876416
247	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-27.mp3	44100	4679680
248	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-28.mp3	44100	4858880
249	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-29.mp3	44100	4666368
250	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-30.mp3	44100	3172352
251	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-31.mp3	44100	4709376
252	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-32.mp3	44100	4599808
253	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-33.mp3	44100	4556800
254	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-34.mp3	44100	3151872
255	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-35.mp3	44100	4598784
256	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-36.mp3	44100	3202048
257	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-37.mp3	44100	3219456
258	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-38.mp3	44100	4463616
259	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-39.mp3	44100	4472832
260	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-40.mp3	44100	3042304
261	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-41.mp3	44100	2756608
262	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-42.mp3	44100	3130368
263	mixotic-set044-excerpts/mixes/set044mix3-resample-compressor-43.mp3	44100	4712448
264	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-00.mp3	44100	4589568
265	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-01.mp3	44100	4780032
266	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-02.mp3	44100	4674560
267	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-03.mp3	44100	4873216
268	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-04.mp3	44100	4566016
269	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-05.mp3	44100	4878336
270	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-06.mp3	44100	5127168
271	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-07.mp3	44100	3794944
272	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-08.mp3	44100	4440064
273	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-09.mp3	44100	4618240
274	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-10.mp3	44100	4592640
275	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-11.mp3	44100	4649984
276	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-12.mp3	44100	4631552
277	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-13.mp3	44100	4688896
278	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-14.mp3	44100	4576256
279	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-15.mp3	44100	4692992
280	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-16.mp3	44100	4486144
281	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-17.mp3	44100	4591616
282	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-18.mp3	44100	4539392
283	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-19.mp3	44100	4580352
284	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-20.mp3	44100	4701184
285	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-21.mp3	44100	4744192
286	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-22.mp3	44100	4677632
287	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-23.mp3	44100	4318208
288	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-24.mp3	44100	4530176
289	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-25.mp3	44100	4593664
290	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-26.mp3	44100	4658176
291	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-27.mp3	44100	4679680
292	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-28.mp3	44100	4858880
293	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-29.mp3	44100	4666368
294	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-30.mp3	44100	4633600
295	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-31.mp3	44100	4709376
296	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-32.mp3	44100	4599808
297	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-33.mp3	44100	4556800
298	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-34.mp3	44100	4546560
299	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-35.mp3	44100	4598784
300	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-36.mp3	44100	4675584
301	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-37.mp3	44100	4677632
302	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-38.mp3	44100	4463616
303	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-39.mp3	44100	4472832
304	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-40.mp3	44100	4497408
305	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-41.mp3	44100	4507648
306	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-42.mp3	44100	4546560
307	mixotic-set044-excerpts/mixes/set044mix3-resample-distortion-43.mp3	44100	4712448
308	mixotic-set044-excerpts/mixes/set044mix3-resample-none-00.mp3	44100	4589568
309	mixotic-set044-excerpts/mixes/set044mix3-resample-none-01.mp3	44100	4780032
310	mixotic-set044-excerpts/mixes/set044mix3-resample-none-02.mp3	44100	4674560
311	mixotic-set044-excerpts/mixes/set044mix3-resample-none-03.mp3	44100	4873216
312	mixotic-set044-excerpts/mixes/set044mix3-resample-none-04.mp3	44100	4566016
313	mixotic-set044-excerpts/mixes/set044mix3-resample-none-05.mp3	44100	4878336
314	mixotic-set044-excerpts/mixes/set044mix3-resample-none-06.mp3	44100	5127168
315	mixotic-set044-excerpts/mixes/set044mix3-resample-none-07.mp3	44100	3794944
316	mixotic-set044-excerpts/mixes/set044mix3-resample-none-08.mp3	44100	4440064
317	mixotic-set044-excerpts/mixes/set044mix3-resample-none-09.mp3	44100	4618240
